Name,Date,Price
MBB,19/09/2022,21.00 
MBB,16/09/2022,21.80 
MBB,15/09/2022,22.15 
MBB,14/09/2022,22.40 
MBB,13/09/2022,22.55 
MBB,12/09/2022,22.60 
MBB,09/09/2022,22.70 
MBB,08/09/2022,22.80 
MBB,07/09/2022,23.00 
MBB,06/09/2022,23.65 
MBB,05/09/2022,23.60 
MBB,31/08/2022,23.75 
MBB,30/08/2022,23.65 
MBB,29/08/2022,23.40 
MBB,26/08/2022,23.60 
MBB,25/08/2022,23.65 
MBB,24/08/2022,23.30 
MBB,23/08/2022,23.20 
MBB,22/08/2022,23.10 
MBB,19/08/2022,23.00 
MBB,18/08/2022,23.04 
MBB,17/08/2022,23.12 
MBB,16/08/2022,22.71 
MBB,15/08/2022,22.79 
MBB,12/08/2022,22.54 
MBB,11/08/2022,22.33 
MBB,10/08/2022,22.67 
MBB,09/08/2022,22.79 
MBB,08/08/2022,22.58 
MBB,05/08/2022,22.46 
MBB,04/08/2022,22.46 
MBB,03/08/2022,22.42 
MBB,02/08/2022,22.25 
MBB,01/08/2022,22.08 
MBB,29/07/2022,21.37 
MBB,28/07/2022,21.29 
MBB,27/07/2022,20.75 
MBB,26/07/2022,20.96 
MBB,25/07/2022,21.04 
MBB,22/07/2022,21.29 
MBB,21/07/2022,21.33 
MBB,20/07/2022,21.29 
MBB,19/07/2022,21.00 
MBB,18/07/2022,21.17 
MBB,15/07/2022,21.21 
MBB,14/07/2022,21.25 
MBB,13/07/2022,21.08 
MBB,12/07/2022,20.87 
MBB,11/07/2022,20.33 
MBB,08/07/2022,20.87 
MBB,07/07/2022,20.92 
MBB,06/07/2022,20.75 
MBB,05/07/2022,21.21 
MBB,04/07/2022,20.50 
MBB,01/07/2022,20.17 
MBB,30/06/2022,20.17 
MBB,29/06/2022,20.58 
MBB,28/06/2022,20.58 
MBB,27/06/2022,20.08 
MBB,24/06/2022,19.75 
MBB,23/06/2022,20.04 
MBB,22/06/2022,19.54 
MBB,21/06/2022,18.71 
MBB,20/06/2022,18.75 
MBB,17/06/2022,19.42 
MBB,16/06/2022,20.75 
MBB,15/06/2022,20.75 
MBB,14/06/2022,21.25 
MBB,13/06/2022,21.37 
MBB,10/06/2022,22.92 
MBB,09/06/2022,23.17 
MBB,08/06/2022,23.29 
MBB,07/06/2022,22.46 
MBB,06/06/2022,22.71 
MBB,03/06/2022,22.83 
MBB,02/06/2022,22.67 
MBB,01/06/2022,23.00 
MBB,31/05/2022,23.12 
MBB,30/05/2022,23.42 
MBB,27/05/2022,23.33 
MBB,26/05/2022,23.04 
MBB,25/05/2022,23.37 
MBB,24/05/2022,22.37 
MBB,23/05/2022,21.92 
MBB,20/05/2022,22.50 
MBB,19/05/2022,22.29 
MBB,18/05/2022,22.21 
MBB,17/05/2022,21.92 
MBB,16/05/2022,20.50 
MBB,13/05/2022,20.08 
MBB,12/05/2022,21.37 
MBB,11/05/2022,22.92 
MBB,10/05/2022,22.54 
MBB,09/05/2022,21.83 
MBB,06/05/2022,23.33 
MBB,05/05/2022,24.17 
MBB,04/05/2022,24.08 
MBB,29/04/2022,24.83 
MBB,28/04/2022,24.54 
MBB,27/04/2022,24.75 
MBB,26/04/2022,24.46 
MBB,25/04/2022,23.42 
MBB,22/04/2022,25.00 
MBB,21/04/2022,25.00 
MBB,20/04/2022,24.58 
MBB,19/04/2022,24.42 
MBB,18/04/2022,25.25 
MBB,15/04/2022,26.17 
MBB,14/04/2022,26.92 
MBB,13/04/2022,27.17 
MBB,12/04/2022,26.87 
MBB,08/04/2022,27.67 
MBB,07/04/2022,28.08 
MBB,06/04/2022,27.79 
MBB,05/04/2022,27.21 
MBB,04/04/2022,27.50 
MBB,01/04/2022,27.75 
MBB,31/03/2022,27.46 
MBB,30/03/2022,27.21 
MBB,29/03/2022,26.67 
MBB,28/03/2022,26.25 
MBB,25/03/2022,26.50 
MBB,24/03/2022,26.71 
MBB,23/03/2022,26.79 
MBB,22/03/2022,27.04 
MBB,21/03/2022,26.83 
MBB,18/03/2022,26.75 
MBB,17/03/2022,26.87 
MBB,16/03/2022,26.75 
MBB,15/03/2022,26.33 
MBB,14/03/2022,26.37 
MBB,11/03/2022,26.21 
MBB,10/03/2022,25.87 
MBB,09/03/2022,25.62 
MBB,08/03/2022,25.83 
MBB,07/03/2022,26.83 
MBB,04/03/2022,27.42 
MBB,03/03/2022,27.58 
MBB,02/03/2022,27.08 
MBB,01/03/2022,28.33 
MBB,28/02/2022,28.67 
MBB,25/02/2022,28.42 
MBB,24/02/2022,28.33 
MBB,23/02/2022,28.62 
MBB,22/02/2022,28.67 
MBB,21/02/2022,27.21 
MBB,18/02/2022,27.21 
MBB,17/02/2022,27.67 
MBB,16/02/2022,27.21 
MBB,15/02/2022,27.25 
MBB,14/02/2022,26.67 
MBB,11/02/2022,28.29 
MBB,10/02/2022,28.12 
MBB,09/02/2022,27.75 
MBB,08/02/2022,28.17 
MBB,07/02/2022,28.17 
MBB,28/01/2022,28.08 
MBB,27/01/2022,27.50 
MBB,26/01/2022,27.75 
MBB,25/01/2022,27.17 
MBB,24/01/2022,26.75 
MBB,21/01/2022,26.50 
MBB,20/01/2022,24.96 
MBB,19/01/2022,24.75 
MBB,18/01/2022,24.92 
MBB,17/01/2022,24.58 
MBB,14/01/2022,24.71 
MBB,13/01/2022,24.75 
MBB,12/01/2022,24.33 
MBB,11/01/2022,23.25 
MBB,10/01/2022,23.42 
MBB,07/01/2022,23.83 
MBB,06/01/2022,23.62 
MBB,05/01/2022,23.92 
MBB,04/01/2022,24.25 
MBB,31/12/2021,24.08 
MBB,30/12/2021,23.71 
MBB,29/12/2021,23.58 
MBB,28/12/2021,23.58 
MBB,27/12/2021,23.46 
MBB,24/12/2021,23.46 
MBB,23/12/2021,22.75 
MBB,22/12/2021,23.04 
MBB,21/12/2021,23.29 
MBB,20/12/2021,23.25 
MBB,17/12/2021,23.50 
MBB,16/12/2021,23.54 
MBB,15/12/2021,23.75 
MBB,14/12/2021,23.54 
MBB,13/12/2021,23.67 
MBB,10/12/2021,23.62 
MBB,09/12/2021,23.79 
MBB,08/12/2021,23.67 
MBB,07/12/2021,23.46 
MBB,06/12/2021,22.92 
MBB,03/12/2021,23.58 
MBB,02/12/2021,24.25 
MBB,01/12/2021,24.58 
MBB,30/11/2021,24.17 
MBB,29/11/2021,24.83 
MBB,26/11/2021,25.25 
MBB,25/11/2021,25.75 
MBB,24/11/2021,25.75 
MBB,23/11/2021,24.08 
MBB,22/11/2021,24.33 
MBB,19/11/2021,23.58 
MBB,18/11/2021,23.58 
MBB,17/11/2021,23.92 
MBB,16/11/2021,23.87 
MBB,15/11/2021,23.83 
MBB,12/11/2021,23.79 
MBB,11/11/2021,23.42 
MBB,10/11/2021,23.83 
MBB,09/11/2021,23.83 
MBB,08/11/2021,23.75 
MBB,05/11/2021,23.87 
MBB,04/11/2021,24.08 
MBB,03/11/2021,24.29 
MBB,02/11/2021,23.67 
MBB,01/11/2021,23.67 
MBB,29/10/2021,23.75 
MBB,28/10/2021,23.75 
MBB,27/10/2021,23.67 
MBB,26/10/2021,23.29 
MBB,25/10/2021,23.00 
MBB,22/10/2021,23.25 
MBB,21/10/2021,23.25 
MBB,20/10/2021,23.50 
MBB,19/10/2021,23.50 
MBB,18/10/2021,23.67 
MBB,15/10/2021,23.67 
MBB,14/10/2021,23.75 
MBB,13/10/2021,23.83 
MBB,12/10/2021,23.96 
MBB,11/10/2021,24.00 
MBB,08/10/2021,23.08 
MBB,07/10/2021,23.04 
MBB,06/10/2021,22.92 
MBB,05/10/2021,22.83 
MBB,04/10/2021,22.58 
MBB,01/10/2021,22.87 
MBB,30/09/2021,23.21 
MBB,29/09/2021,23.17 
MBB,28/09/2021,23.33 
MBB,27/09/2021,23.33 
MBB,24/09/2021,23.92 
MBB,23/09/2021,23.25 
MBB,22/09/2021,23.33 
MBB,21/09/2021,23.33 
MBB,20/09/2021,23.54 
MBB,17/09/2021,23.21 
MBB,16/09/2021,23.17 
MBB,15/09/2021,22.87 
MBB,14/09/2021,23.00 
MBB,13/09/2021,23.25 
MBB,10/09/2021,23.50 
MBB,09/09/2021,23.67 
MBB,08/09/2021,23.58 
MBB,07/09/2021,23.83 
MBB,06/09/2021,23.58 
MBB,01/09/2021,23.25 
MBB,31/08/2021,23.25 
MBB,30/08/2021,23.67 
MBB,27/08/2021,23.33 
MBB,26/08/2021,23.42 
MBB,25/08/2021,23.83 
MBB,24/08/2021,23.79 
MBB,23/08/2021,23.83 
MBB,20/08/2021,24.92 
MBB,19/08/2021,25.92 
MBB,18/08/2021,25.92 
MBB,17/08/2021,26.00 
MBB,16/08/2021,25.83 
MBB,13/08/2021,24.67 
MBB,12/08/2021,24.58 
MBB,11/08/2021,24.75 
MBB,10/08/2021,24.71 
MBB,09/08/2021,24.92 
MBB,06/08/2021,24.71 
MBB,05/08/2021,25.00 
MBB,04/08/2021,24.75 
MBB,03/08/2021,24.42 
MBB,02/08/2021,24.00 
MBB,30/07/2021,24.08 
MBB,29/07/2021,23.67 
MBB,28/07/2021,23.00 
MBB,27/07/2021,22.83 
MBB,26/07/2021,22.67 
MBB,23/07/2021,23.12 
MBB,22/07/2021,23.62 
MBB,21/07/2021,23.33 
MBB,20/07/2021,23.25 
MBB,19/07/2021,22.62 
MBB,16/07/2021,24.25 
MBB,15/07/2021,24.42 
MBB,14/07/2021,24.04 
MBB,13/07/2021,24.83 
MBB,12/07/2021,24.83 
MBB,09/07/2021,25.83 
MBB,08/07/2021,25.99 
MBB,07/07/2021,25.99 
MBB,06/07/2021,24.75 
MBB,05/07/2021,26.60 
MBB,02/07/2021,26.82 
MBB,01/07/2021,26.82 
MBB,30/06/2021,26.76 
MBB,29/06/2021,26.82 
MBB,28/06/2021,26.60 
MBB,25/06/2021,25.99 
MBB,24/06/2021,25.92 
MBB,23/06/2021,25.86 
MBB,22/06/2021,25.92 
MBB,21/06/2021,25.09 
MBB,18/06/2021,25.03 
MBB,17/06/2021,24.63 
MBB,16/06/2021,23.89 
MBB,15/06/2021,24.26 
MBB,14/06/2021,24.26 
MBB,11/06/2021,24.32 
MBB,10/06/2021,23.39 
MBB,09/06/2021,23.79 
MBB,08/06/2021,23.02 
MBB,07/06/2021,24.53 
MBB,04/06/2021,25.65 
MBB,03/06/2021,25.40 
MBB,02/06/2021,23.76 
POW,12/12/2022,11.15 
POW,09/12/2022,11.20 
POW,08/12/2022,11.20 
POW,07/12/2022,10.95 
POW,06/12/2022,10.90 
POW,05/12/2022,11.50 
POW,02/12/2022,11.70 
POW,01/12/2022,11.20 
POW,30/11/2022,11.65 
POW,29/11/2022,11.30 
POW,28/11/2022,11.30 
POW,25/11/2022,10.85 
POW,24/11/2022,10.60 
POW,23/11/2022,10.45 
POW,22/11/2022,10.35 
POW,21/11/2022,10.30 
POW,18/11/2022,10.10 
POW,17/11/2022,10.10 
POW,16/11/2022,10.10 
POW,15/11/2022,9.58 
POW,14/11/2022,10.30 
POW,11/11/2022,10.60 
POW,10/11/2022,10.25 
POW,09/11/2022,10.85 
POW,08/11/2022,10.45 
POW,07/11/2022,9.79 
POW,04/11/2022,9.80 
POW,03/11/2022,10.10 
POW,02/11/2022,10.20 
POW,01/11/2022,10.35 
POW,31/10/2022,10.35 
POW,28/10/2022,10.35 
POW,27/10/2022,10.40 
POW,26/10/2022,10.00 
POW,25/10/2022,9.97 
POW,24/10/2022,9.88 
POW,21/10/2022,10.30 
POW,20/10/2022,10.85 
POW,19/10/2022,11.00 
POW,18/10/2022,11.10 
POW,17/10/2022,11.15 
POW,14/10/2022,10.80 
POW,13/10/2022,10.60 
POW,12/10/2022,10.60 
POW,11/10/2022,10.25 
POW,10/10/2022,11.00 
POW,07/10/2022,10.65 
POW,06/10/2022,11.40 
POW,05/10/2022,12.10 
POW,04/10/2022,11.60 
POW,03/10/2022,11.50 
POW,30/09/2022,12.35 
POW,29/09/2022,12.55 
POW,28/09/2022,12.85 
POW,27/09/2022,12.95 
POW,26/09/2022,12.80 
POW,23/09/2022,13.40 
POW,22/09/2022,13.65 
POW,21/09/2022,13.45 
POW,20/09/2022,13.70 
POW,19/09/2022,13.50 
POW,16/09/2022,14.25 
POW,15/09/2022,14.45 
POW,14/09/2022,14.15 
POW,13/09/2022,14.15 
POW,12/09/2022,14.10 
POW,09/09/2022,14.05 
POW,08/09/2022,13.70 
POW,07/09/2022,14.00 
POW,06/09/2022,14.30 
POW,05/09/2022,14.00 
POW,31/08/2022,14.00 
POW,30/08/2022,13.85 
POW,29/08/2022,13.95 
POW,26/08/2022,14.25 
POW,25/08/2022,14.10 
POW,24/08/2022,14.05 
POW,23/08/2022,13.90 
POW,22/08/2022,13.65 
POW,19/08/2022,13.60 
POW,18/08/2022,13.80 
POW,17/08/2022,13.95 
POW,16/08/2022,14.10 
POW,15/08/2022,14.00 
POW,12/08/2022,14.00 
POW,11/08/2022,13.80 
POW,10/08/2022,13.95 
POW,09/08/2022,14.05 
POW,08/08/2022,14.00 
POW,05/08/2022,14.00 
POW,04/08/2022,13.60 
POW,03/08/2022,13.70 
POW,02/08/2022,13.75 
POW,01/08/2022,13.50 
POW,29/07/2022,13.35 
POW,28/07/2022,13.55 
POW,27/07/2022,13.10 
POW,26/07/2022,13.00 
POW,25/07/2022,13.15 
POW,22/07/2022,13.15 
POW,21/07/2022,13.35 
POW,20/07/2022,13.50 
POW,19/07/2022,13.45 
POW,18/07/2022,13.10 
POW,15/07/2022,13.00 
POW,14/07/2022,13.10 
POW,13/07/2022,13.00 
POW,12/07/2022,12.95 
POW,11/07/2022,12.50 
POW,08/07/2022,13.00 
POW,07/07/2022,12.80 
POW,06/07/2022,12.80 
POW,05/07/2022,13.00 
POW,04/07/2022,13.50 
POW,01/07/2022,13.60 
POW,30/06/2022,13.60 
POW,29/06/2022,13.75 
POW,28/06/2022,13.90 
POW,27/06/2022,13.85 
POW,24/06/2022,13.55 
POW,23/06/2022,13.90 
POW,22/06/2022,13.00 
POW,21/06/2022,13.95 
POW,20/06/2022,15.00 
POW,17/06/2022,16.10 
POW,16/06/2022,15.40 
POW,15/06/2022,14.50 
POW,14/06/2022,15.25 
POW,13/06/2022,15.25 
POW,10/06/2022,15.00 
POW,09/06/2022,15.90 
POW,08/06/2022,15.40 
POW,07/06/2022,14.75 
POW,06/06/2022,13.80 
POW,03/06/2022,13.50 
POW,02/06/2022,13.55 
POW,01/06/2022,13.95 
POW,31/05/2022,13.55 
POW,30/05/2022,13.45 
POW,27/05/2022,13.35 
POW,26/05/2022,13.15 
POW,25/05/2022,13.40 
POW,24/05/2022,12.85 
POW,23/05/2022,12.75 
POW,20/05/2022,12.80 
POW,19/05/2022,12.80 
POW,18/05/2022,12.65 
POW,17/05/2022,12.40 
POW,16/05/2022,11.60 
POW,13/05/2022,11.45 
POW,12/05/2022,12.30 
POW,11/05/2022,13.20 
POW,10/05/2022,13.30 
POW,09/05/2022,12.95 
POW,06/05/2022,13.90 
POW,05/05/2022,14.15 
POW,04/05/2022,14.05 
POW,29/04/2022,13.15 
POW,28/04/2022,12.80 
POW,27/04/2022,12.95 
POW,26/04/2022,13.00 
POW,25/04/2022,12.45 
POW,22/04/2022,13.35 
POW,21/04/2022,13.30 
POW,20/04/2022,13.05 
POW,19/04/2022,13.50 
POW,18/04/2022,14.50 
POW,15/04/2022,14.70 
POW,14/04/2022,15.55 
POW,13/04/2022,15.70 
POW,12/04/2022,15.60 
POW,08/04/2022,16.20 
POW,07/04/2022,16.65 
POW,06/04/2022,16.40 
POW,05/04/2022,16.35 
POW,04/04/2022,16.20 
POW,01/04/2022,16.00 
POW,31/03/2022,15.85 
POW,30/03/2022,15.95 
POW,29/03/2022,16.25 
POW,28/03/2022,16.05 
POW,25/03/2022,16.60 
POW,24/03/2022,16.80 
POW,23/03/2022,16.90 
POW,22/03/2022,16.50 
POW,21/03/2022,16.20 
POW,18/03/2022,16.10 
POW,17/03/2022,16.30 
POW,16/03/2022,16.30 
POW,15/03/2022,16.40 
POW,14/03/2022,15.65 
POW,11/03/2022,16.15 
POW,10/03/2022,16.60 
POW,09/03/2022,16.75 
POW,08/03/2022,17.20 
POW,07/03/2022,17.05 
POW,04/03/2022,17.30 
POW,03/03/2022,17.20 
POW,02/03/2022,17.45 
POW,01/03/2022,17.45 
POW,28/02/2022,17.35 
POW,25/02/2022,17.85 
POW,24/02/2022,17.75 
POW,23/02/2022,18.15 
POW,22/02/2022,17.80 
POW,21/02/2022,18.40 
POW,18/02/2022,18.55 
POW,17/02/2022,18.60 
POW,16/02/2022,18.20 
POW,15/02/2022,18.10 
POW,14/02/2022,17.70 
POW,11/02/2022,18.30 
POW,10/02/2022,18.55 
POW,09/02/2022,17.80 
POW,08/02/2022,17.90 
POW,07/02/2022,17.85 
POW,28/01/2022,16.80 
POW,27/01/2022,16.40 
POW,26/01/2022,16.30 
POW,25/01/2022,16.55 
POW,24/01/2022,15.50 
POW,21/01/2022,16.65 
POW,20/01/2022,16.65 
POW,19/01/2022,15.75 
POW,18/01/2022,15.40 
POW,17/01/2022,16.50 
POW,14/01/2022,17.70 
POW,13/01/2022,16.90 
POW,12/01/2022,18.15 
POW,11/01/2022,18.65 
POW,10/01/2022,18.75 
POW,07/01/2022,20.15 
POW,06/01/2022,19.25 
POW,05/01/2022,19.00 
POW,04/01/2022,18.70 
POW,31/12/2021,17.50 
POW,30/12/2021,17.45 
POW,29/12/2021,18.00 
POW,28/12/2021,18.35 
POW,27/12/2021,18.45 
POW,24/12/2021,17.25 
POW,23/12/2021,18.50 
POW,22/12/2021,19.00 
POW,21/12/2021,18.70 
POW,20/12/2021,18.25 
POW,17/12/2021,17.10 
POW,16/12/2021,17.20 
POW,15/12/2021,16.10 
POW,14/12/2021,16.60 
POW,13/12/2021,16.20 
POW,10/12/2021,16.25 
POW,09/12/2021,15.45 
POW,08/12/2021,15.10 
POW,07/12/2021,14.85 
POW,06/12/2021,13.90 
POW,03/12/2021,13.55 
POW,02/12/2021,14.15 
POW,01/12/2021,14.00 
POW,30/11/2021,13.50 
POW,29/11/2021,13.45 
POW,26/11/2021,13.55 
POW,25/11/2021,13.85 
POW,24/11/2021,13.60 
POW,23/11/2021,13.80 
POW,22/11/2021,13.05 
POW,19/11/2021,13.95 
POW,18/11/2021,14.65 
POW,17/11/2021,14.15 
POW,16/11/2021,14.05 
POW,15/11/2021,13.85 
POW,12/11/2021,12.95 
POW,11/11/2021,12.90 
POW,10/11/2021,13.10 
POW,09/11/2021,12.85 
POW,08/11/2021,13.10 
POW,05/11/2021,13.00 
POW,04/11/2021,12.65 
POW,03/11/2021,12.60 
POW,02/11/2021,12.85 
POW,01/11/2021,13.10 
POW,29/10/2021,12.65 
POW,28/10/2021,12.75 
POW,27/10/2021,12.40 
POW,26/10/2021,12.35 
POW,25/10/2021,12.25 
POW,22/10/2021,12.10 
POW,21/10/2021,12.05 
POW,20/10/2021,12.30 
POW,19/10/2021,12.30 
POW,18/10/2021,12.35 
POW,15/10/2021,12.30 
POW,14/10/2021,12.50 
POW,13/10/2021,12.50 
POW,12/10/2021,12.70 
POW,11/10/2021,12.40 
POW,08/10/2021,12.45 
POW,07/10/2021,12.65 
POW,06/10/2021,12.85 
POW,05/10/2021,12.75 
POW,04/10/2021,12.65 
POW,01/10/2021,12.20 
POW,30/09/2021,11.95 
POW,29/09/2021,12.00 
POW,28/09/2021,11.56 
POW,27/09/2021,11.36 
POW,24/09/2021,11.41 
POW,23/09/2021,11.56 
POW,22/09/2021,11.61 
POW,21/09/2021,11.46 
POW,20/09/2021,11.56 
POW,17/09/2021,11.56 
POW,16/09/2021,11.61 
POW,15/09/2021,11.61 
POW,14/09/2021,11.31 
POW,13/09/2021,11.66 
POW,10/09/2021,11.90 
POW,09/09/2021,11.90 
POW,08/09/2021,11.70 
POW,07/09/2021,11.85 
POW,06/09/2021,12.20 
POW,01/09/2021,12.25 
POW,31/08/2021,11.66 
POW,30/08/2021,11.75 
POW,27/08/2021,11.70 
POW,26/08/2021,11.16 
POW,25/08/2021,11.07 
POW,24/08/2021,10.38 
POW,23/08/2021,10.38 
POW,20/08/2021,10.72 
POW,19/08/2021,11.16 
POW,18/08/2021,11.21 
POW,17/08/2021,11.16 
POW,16/08/2021,11.26 
POW,13/08/2021,11.11 
POW,12/08/2021,11.16 
POW,11/08/2021,11.26 
POW,10/08/2021,11.07 
POW,09/08/2021,10.97 
POW,06/08/2021,10.82 
POW,05/08/2021,10.62 
POW,04/08/2021,10.67 
POW,03/08/2021,10.62 
POW,02/08/2021,10.57 
POW,30/07/2021,10.52 
POW,29/07/2021,10.48 
POW,28/07/2021,10.43 
POW,27/07/2021,10.62 
POW,26/07/2021,10.33 
POW,23/07/2021,10.33 
POW,22/07/2021,10.18 
POW,21/07/2021,10.08 
POW,20/07/2021,10.13 
POW,19/07/2021,9.93 
POW,16/07/2021,10.43 
POW,15/07/2021,10.52 
POW,14/07/2021,10.28 
POW,13/07/2021,10.38 
POW,12/07/2021,9.98 
POW,09/07/2021,10.62 
POW,08/07/2021,11.16 
POW,07/07/2021,11.21 
POW,06/07/2021,11.26 
POW,05/07/2021,11.51 
POW,02/07/2021,11.80 
POW,01/07/2021,11.90 
POW,30/06/2021,11.85 
POW,29/06/2021,11.85 
POW,28/06/2021,11.95 
POW,25/06/2021,11.95 
POW,24/06/2021,11.95 
POW,23/06/2021,12.10 
POW,22/06/2021,12.34 
POW,21/06/2021,12.30 
POW,18/06/2021,12.10 
POW,17/06/2021,12.20 
POW,16/06/2021,11.85 
POW,15/06/2021,11.85 
POW,14/06/2021,12.00 
POW,11/06/2021,11.85 
POW,10/06/2021,11.70 
POW,09/06/2021,11.90 
POW,08/06/2021,11.90 
POW,07/06/2021,12.69 
POW,04/06/2021,12.89 
POW,03/06/2021,12.49 
POW,02/06/2021,11.70 
CTG,12/12/2022,27.45 
CTG,09/12/2022,28.05 
CTG,08/12/2022,27.80 
CTG,07/12/2022,27.35 
CTG,06/12/2022,27.00 
CTG,05/12/2022,28.60 
CTG,02/12/2022,27.95 
CTG,01/12/2022,26.15 
CTG,30/11/2022,27.25 
CTG,29/11/2022,27.40 
CTG,28/11/2022,27.30 
CTG,25/11/2022,25.80 
CTG,24/11/2022,24.60 
CTG,23/11/2022,24.40 
CTG,22/11/2022,23.90 
CTG,21/11/2022,24.10 
CTG,18/11/2022,24.70 
CTG,17/11/2022,25.00 
CTG,16/11/2022,24.80 
CTG,15/11/2022,23.40 
CTG,14/11/2022,23.90 
CTG,11/11/2022,23.60 
CTG,10/11/2022,22.75 
CTG,09/11/2022,24.45 
CTG,08/11/2022,23.85 
CTG,07/11/2022,23.35 
CTG,04/11/2022,24.50 
CTG,03/11/2022,23.60 
CTG,02/11/2022,24.00 
CTG,01/11/2022,24.45 
CTG,31/10/2022,24.60 
CTG,28/10/2022,24.05 
CTG,27/10/2022,23.95 
CTG,26/10/2022,22.40 
CTG,25/10/2022,22.45 
CTG,24/10/2022,21.00 
CTG,21/10/2022,21.65 
CTG,20/10/2022,23.25 
CTG,19/10/2022,23.20 
CTG,18/10/2022,23.00 
CTG,17/10/2022,22.55 
CTG,14/10/2022,22.70 
CTG,13/10/2022,22.40 
CTG,12/10/2022,21.15 
CTG,11/10/2022,19.80 
CTG,10/10/2022,20.70 
CTG,07/10/2022,19.95 
CTG,06/10/2022,21.40 
CTG,05/10/2022,22.00 
CTG,04/10/2022,20.75 
CTG,03/10/2022,21.60 
CTG,30/09/2022,23.20 
CTG,29/09/2022,22.60 
CTG,28/09/2022,23.30 
CTG,27/09/2022,23.45 
CTG,26/09/2022,23.50 
CTG,23/09/2022,25.00 
CTG,22/09/2022,25.40 
CTG,21/09/2022,25.55 
CTG,20/09/2022,26.00 
CTG,19/09/2022,25.50 
CTG,16/09/2022,26.20 
CTG,15/09/2022,26.90 
CTG,14/09/2022,27.00 
CTG,13/09/2022,27.50 
CTG,12/09/2022,27.05 
CTG,09/09/2022,26.85 
CTG,08/09/2022,26.85 
CTG,07/09/2022,27.35 
CTG,06/09/2022,28.25 
CTG,05/09/2022,27.95 
CTG,31/08/2022,28.25 
CTG,30/08/2022,28.40 
CTG,29/08/2022,27.90 
CTG,26/08/2022,28.45 
CTG,25/08/2022,28.70 
CTG,24/08/2022,28.20 
CTG,23/08/2022,28.00 
CTG,22/08/2022,28.00 
CTG,19/08/2022,28.25 
CTG,18/08/2022,28.75 
CTG,17/08/2022,29.10 
CTG,16/08/2022,29.20 
CTG,15/08/2022,29.45 
CTG,12/08/2022,28.65 
CTG,11/08/2022,28.50 
CTG,10/08/2022,28.45 
CTG,09/08/2022,28.80 
CTG,08/08/2022,29.00 
CTG,05/08/2022,29.00 
CTG,04/08/2022,28.85 
CTG,03/08/2022,29.10 
CTG,02/08/2022,28.60 
CTG,01/08/2022,28.70 
CTG,29/07/2022,27.20 
CTG,28/07/2022,27.60 
CTG,27/07/2022,27.00 
CTG,26/07/2022,26.55 
CTG,25/07/2022,26.60 
CTG,22/07/2022,26.90 
CTG,21/07/2022,27.50 
CTG,20/07/2022,27.05 
CTG,19/07/2022,26.55 
CTG,18/07/2022,26.90 
CTG,15/07/2022,27.00 
CTG,14/07/2022,27.00 
CTG,13/07/2022,26.55 
CTG,12/07/2022,25.70 
CTG,11/07/2022,25.50 
CTG,08/07/2022,25.90 
CTG,07/07/2022,26.30 
CTG,06/07/2022,25.85 
CTG,05/07/2022,27.00 
CTG,04/07/2022,26.60 
CTG,01/07/2022,26.95 
CTG,30/06/2022,26.15 
CTG,29/06/2022,26.85 
CTG,28/06/2022,26.70 
CTG,27/06/2022,25.60 
CTG,24/06/2022,24.75 
CTG,23/06/2022,25.25 
CTG,22/06/2022,23.60 
CTG,21/06/2022,23.05 
CTG,20/06/2022,22.60 
CTG,17/06/2022,23.55 
CTG,16/06/2022,24.70 
CTG,15/06/2022,24.50 
CTG,14/06/2022,25.25 
CTG,13/06/2022,25.25 
CTG,10/06/2022,27.10 
CTG,09/06/2022,27.70 
CTG,08/06/2022,27.70 
CTG,07/06/2022,27.40 
CTG,06/06/2022,27.20 
CTG,03/06/2022,27.40 
CTG,02/06/2022,27.75 
CTG,01/06/2022,27.75 
CTG,31/05/2022,27.90 
CTG,30/05/2022,27.30 
CTG,27/05/2022,27.00 
CTG,26/05/2022,26.70 
CTG,25/05/2022,26.90 
CTG,24/05/2022,26.00 
CTG,23/05/2022,25.00 
CTG,20/05/2022,25.90 
CTG,19/05/2022,26.10 
CTG,18/05/2022,26.60 
CTG,17/05/2022,26.25 
CTG,16/05/2022,24.55 
CTG,13/05/2022,23.90 
CTG,12/05/2022,25.00 
CTG,11/05/2022,26.70 
CTG,10/05/2022,25.20 
CTG,09/05/2022,25.15 
CTG,06/05/2022,27.00 
CTG,05/05/2022,27.90 
CTG,04/05/2022,27.00 
CTG,29/04/2022,27.75 
CTG,28/04/2022,28.20 
CTG,27/04/2022,28.30 
CTG,26/04/2022,27.65 
CTG,25/04/2022,27.35 
CTG,22/04/2022,29.40 
CTG,21/04/2022,29.00 
CTG,20/04/2022,28.70 
CTG,19/04/2022,28.75 
CTG,18/04/2022,29.20 
CTG,15/04/2022,31.00 
CTG,14/04/2022,31.20 
CTG,13/04/2022,31.50 
CTG,12/04/2022,31.00 
CTG,08/04/2022,32.05 
CTG,07/04/2022,32.55 
CTG,06/04/2022,32.60 
CTG,05/04/2022,32.35 
CTG,04/04/2022,32.85 
CTG,01/04/2022,33.05 
CTG,31/03/2022,32.45 
CTG,30/03/2022,32.05 
CTG,29/03/2022,32.00 
CTG,28/03/2022,31.80 
CTG,25/03/2022,32.20 
CTG,24/03/2022,32.55 
CTG,23/03/2022,32.85 
CTG,22/03/2022,33.00 
CTG,21/03/2022,32.85 
